Class Index,Text
1,a slow reckoning with human weakness .
1,"famuyiwa 's portrayal is tasteful and intelligent , rather than forcing us to endure all the tricks that clichya 's formulaic genre offers ."
1,laughter among them .
1,a gradually emerging audience .
1,photographic miracle .
0,"a terrible , utterly useless ."
1,a vivid performance from the cast and a couple of subtle ally mcbeal fantasy sequences .
0,"irony , though well intentioned , is ironically just such a disposable kitchen homage , illustrating why it is often more than a mere sum of its parts in today 's hollywood ."
1,this often very funny college comedy is a long way to return the shine of a nationwide cult movie franchise that has long been relegated to direct video obscurity .
1,the wow factor .
1,"hashiguchi writes about it with wit and originality , which suggests that after the fourth film , which will be the first film of the united nations , the main director is entering the world of film ."
1,brazilian hyper realistic satire .
0,the lack of suspense and satisfaction
1,find an eloquent portrayal of a powerful being that strangle people who believe in him most .
1,a great pleasure for all viewers .
0,the brains of einstein .
0,the first signs of trouble
0,of course i do n't believe anyone would have bought it .
1,the moonlight mile will strike a nerve in many people .
0,a failure to execute such a reliable concept
0,a bit of anachronism .
0,for this translation error
1,spectacular performance !
0,"as a surgeon , a pianist will fix his broken heart , carefully , without passion . . ."
0,in a strange way detached
1,something more complex and honest than what you see in hollywood movies .
1,a nice premise .
1,vein !
1,"the beautiful , gorgeous morvern callar is a pure punk existentialist ."
0,with such a leaky ship
1,an honest film .
1,sufficient efficiency .
1,show us well researched stunts or chase cars we 've never seen before .
0,like a horror movie that 's more stupid than scary . . .
1,quick pace .
1,still fun and pleasant .
0,for laziness 's bad movie making
0,the thing 's virtually undetectable .
1,"yeah , yeah , he 's incredibly smart ."
0,at the mcculloch studio he will never work again if they have seen how the film has evolved . . .
1,a popular entertainment destination .
1,"something i 've never seen before , pulling the rug out of under us , seeing things from another angle , deeper and stronger ."
1,englandan roger mitchell moving out of pleasing .
1,lasting strength of women .
1,surprising loyalty .
1,many scenes .
0,in an exaggerated way
0,for a very long and tedious time
1,improved version of first .
1,so much joy .
1,k19 . . . the widowmaker is an amazing story .
0,without irony
1,thank you !
1,just a walk to remember .
0,in the mouth
0,a mere punishment .
1,humor 's recognisable plympton .
1,"likeable thanks to the cast , the kitchen and the quirky songs ."
0,with the difficulty of piecing together a story is frustrating
1,an amazing and compelling story .
0,"in the hero of this movie , an innocent is becoming a dubious kind of unforgivable , stupid innocence"
1,"a fascinating dark drama , which keeps you in awe of its delicious underappreciated horror ."
1,whimsical and current .
1,look at it .
1,a difficult subject to grieve and loss .
0,in a grotesque way of narcissism
1,strange and sad .
1,hong kong 's versatile stanley kwan is arguably the most successful job of all time .
0,by the time i broke down
0,a silly fool
1,a refreshing change .
0,"in feardotcom , which is more of a bad clive barker movie . . ."
1,an amazing film .
0,"of a clumsy , idiotic american"
1,beautiful appetizers .
1,"our lives , which are completely different from ours , but immediately recognisable ."
0,a passive aggressive psychology of co dependency
1,"his story ends , or he 's not able to get rid of the characters ."
0,by his style . . .
1,cinematography perfect .
1,love lisa .
1,"a movie about adolescence , which is not often seen today , realistic , urgent ."
0,"for a movie that 's trying to make a point , a little silly ."
1,a delightful comedy !
0,the worst option
1,performance driven by act .
1,a film that 's really got a brain !
0,"in human nature it 's an idiotic film , like malkovich , but he 's trying too hard . . ."
0,overplayed version
0,at the same time poignant
1,"spielberg 's convinced that he can charm the masses with his star power , pop induced melodies and sentimental moments , which have become his trademark ."
1,visceral and frighteningly honest revelations about humans and machines hidden behind the walls of our planet .
0,with kirshner and monroe it seems like they 're competing for who can outsmart each other .
0,photographic evidence
0,a barbaric ethnic cleansing
1,another masterpiece !
1,a complex and stylistic film .
1,classic fairy tale .
1,daring . . . bold .
1,no one 's going to be cheated on by unfaithful .
0,hautey
1,express an overall sense of the environment in which girls live .
0,in ugly and . . .
1,a journey that has taken nearly three decades of bittersweet friendship and history in which we have the feeling that we really know what it is like for holly and marina .
1,any idea ?
0,"a well intentioned effort , which is still too preoccupied with an actor 's subservience to bring a genuine emotional core into something accessible ."
1,a passionate tumultuous affair .
0,"like an understated , exaggerated business that gives hollywood 's sequel a bad name ."
1,a pleasant way to experience .
0,"in my life , i have experienced more interesting and melodically complex bowel movements than in this cheap crime drama ."
1,"greater attention is paid to parents , especially fateful fathers , who played a key role in their emotional development ."
0,a lot of ear plugs
0,with a man who 's just tired
0,"in the end , the little details that may have escaped director mark romanek 's self conscious scrutiny may finally be caught in the skin ."
1,charm and glow .
1,cunning and darkness .
0,a scorched film
0,"with his women he treats them like stupid , trusting , unobtrusive subordinates . . ."
